companyName,industry,companyType,capital,ceoName,mainBusiness,Homage,affiliates,numberOfEmployees,establishmentDate,revenue,graduateSalary,hasFourInsurances,address
케이씨,일반용 도료 및 관련제품 제조업,대기업,480억 8천만원 (2024.12.31),정몽진/정재훈,"도료,건축용단열재,내외장재,석고보드,실리콘 등 제조",http://www.kccworld.co.kr,케이씨씨그룹 대호포장(주) (주)동주 (주)동주피앤지 (주)케이씨씨건설 세우실업(주) (주)금강레저 신한벽지(주) 미래(주) (주)동주상사 (주)케이씨씨글라스 (주)케이씨씨실리콘 (주)케이씨더블유,"3,687명 (2024.12.31)",1958.08.12 (68년차),"3조 1,269억원 (2024.12.31)","5,030만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 서초구 사평대로 344 (서초동, 금강빌딩) KCC"
케이씨씨,일반용 도료 및 관련제품 제조업,대기업,480억 8천만원 (2024.12.31),정몽진/정재훈,"도료,건축용단열재,내외장재,석고보드,실리콘 등 제조",http://www.kccworld.co.kr,케이씨씨그룹 대호포장(주) (주)동주 (주)동주피앤지 (주)케이씨씨건설 세우실업(주) (주)금강레저 신한벽지(주) 미래(주) (주)동주상사 (주)케이씨씨글라스 (주)케이씨씨실리콘 (주)케이씨더블유,"3,687명 (2024.12.31)",1958.08.12 (68년차),"3조 1,269억원 (2024.12.31)","5,030만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 서초구 사평대로 344 (서초동, 금강빌딩) KCC"
케이씨씨글라스,판유리 제조업,대기업,159억 7천만원 (2024.12.31),정몽익/변종오,판유리 등 유리제품 제조,http://www.kccglass.co.kr,케이씨씨그룹 대호포장(주) (주)동주 (주)동주피앤지 (주)케이씨씨 (주)케이씨씨건설 세우실업(주) (주)금강레저 신한벽지(주) 미래(주) (주)동주상사 (주)케이씨씨실리콘 (주)케이씨더블유,"1,930명 (2024.12.31)",2020.01.02 (6년차),"1조 9,033억원 (2024.12.31)","4,800만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울특별시 서초구 강남대로 587 (잠원동)
케이씨텍,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
케이씨티시,도로 화물 운송업,중견기업,150억원 (2024.12.31),류주환,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",http://www.kctc.co.kr,고려에이치씨그룹 고려종합국제운송(주) 고려예선(주) 케이엠티씨로지스틱스(주) 고려항만(주) 고려훼리(주) 인천에어카고센터(주) 고려기공(주) 고려해운(주) 케이엔로지스틱스(주) 평택당진중앙부두(주) (주)에이치엠티메가라인 (주)아이티더블유메가라인 (주)고려에스엠 토탈하버서비스(주) 더보기,452명 (2024.12.31),1973.07.20 (53년차),"6,591억 7천만원 (2024.12.31)","4,800만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 중구 남대문로2가 118 한진빌딩 16층
케이엔더블유,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
케이엠더블유,기타 무선 통신장비 제조업,중소기업,199억 1천만원 (2024.12.31),김덕용,"이동통신 기지국용 장비(RF필터, 안테나, RRH/MMR 등 RF시스템) 및 부품",http://www.kmw.co.kr,케이엠더블유그룹 (주)닛시 (주)기가테라라이팅,75명 (2024.12.31),1991.01.10 (35년차),334억 7천만원 (2024.12.31),"4,050만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 화성시 영천로 183-19 (영천동) 케이엠더블유
케이카,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
케이티,무선 및 위성 통신업,대기업,"1조 5,644억원 (2024.12.31)",김영섭,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",http://www.kt.com,케이티그룹 (주)케이티지니뮤직 (주)스마트로 이니텍(주) (주)케이티스카이라이프 브이피(주) (주)케이티나스미디어 (주)케이티아이에스 (주)케이티씨에스 케이티커머스(주) (주)케이티이엔에이 케이티텔레캅(주) (주)케이티엠앤에스 케이티링커스(주) (주)케이티엔지니어링 비씨카드(주) 더보기,"16,828명 (2024.12.31)",1981.12.10 (45년차),18조 5천억원 (2024.12.31),"4,467만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 성남시 분당구 정자동 206
케이티스카이라이프,방송·케이블·프로덕션,-,"위성방송(채널임대,패키징)/방송컨텐츠 제공",http://www.ktskylife.co.kr,케이티그룹 (주)케이티지니뮤직 (주)스마트로 이니텍(주) 브이피(주) (주)케이티나스미디어 (주)케이티아이에스 (주)케이티씨에스 케이티커머스(주) (주)케이티이엔에이 케이티텔레캅(주) (주)케이티엠앤에스 케이티링커스(주) (주)케이티 (주)케이티엔지니어링 비씨카드(주) (주)케이티엠오에스남부 더보기,N/A,N/A,대기업,최영범,"국민연금, 건강보험, 고용보험, 산재보험","서울 마포구 매봉산로 75 (상암동, 디디엠씨(DDMC)) 8,9층",N/A,N/A
케이티알파,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
케이티앤지,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
코리아써키트,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
코리아에셋투자증권,그 외 기타 금융 지원 서비스업,대기업,319억 4천만원 (2024.03.31),기동호/김은섭,"국민연금, 건강보험, 고용보험, 산재보험",서울특별시 영등포구 여의나루로 57 (여의도동) 12층,더케이파트너스그룹 더케이파트너스(유),207명 (2024.09.30),2000.01.07 (26년차),"2,172억 5천만원 (2024.03.31)","IB금융자문,채권인수,매매,투자중개,펀드운용",http://www.kasset.co.kr,N/A
코리안리,재 보험업,대기업,974억 1천만원 (2024.12.31),원종규,금융보험/부동산 임대,http://www.koreanre.co.kr,N/A,436명 (2024.12.31),1963.03.19 (63년차),"6조 8,031억원 (2024.12.31)","3,015만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 종로구 수송동 80
코미코,반도체 제조용 기계 제조업,중견기업,52억 3천만원 (2024.12.31),최용하,"반도체 부품 제조,세정,코팅",http://www.komico.com,미코그룹 (주)미코 (주)미코하이테크 (주)미코바이오메드 현대중공업파워시스템(주) (주)미코세라믹스 (주)미코파워 (주)청교 (주)에코이노베이션,767명 (2024.12.31),2013.08.13 (13년차),"1,597억 2천만원 (2024.12.31)","2,667만원","국민연금, 건강보험, 고용보험, 산재보험",경기도 안성시 신모산동 79 (주)코미코
코미팜,동물용 의약품 제조업,중소기업,70억 6천만원 (2024.12.31),문성철/양경훈,"국민연금, 건강보험, 고용보험, 산재보험","경기 시흥시 경제로 17 (정왕동, (주)코미팜) 코미팜",N/A,163명 (2024.12.31),1972.09.21 (54년차),588억 3천만원 (2024.12.31),"동물약품(예방약백신,치료제,주사제,소독약품) 제조,도매",http://www.komipharm.com,N/A
코스맥스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
코스맥스비티아이,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
코스모신소재,그 외 기타 분류 안된 화학제품 제조업,중견기업,325억 1천만원 (2024.12.31),홍동환,"국민연금, 건강보험, 고용보험, 산재보험",인천 서구 가좌동 552-26,코스모그룹 코스모촉매(주) 코스모화학(주) (주)코스모앤컴퍼니 (주)코스모엘앤비 (주)코스모이앤씨,463명 (2024.12.31),1973.06.28 (53년차),"5,697억 2천만원 (2024.12.31)","이차전지양극활물질,기능성필름,토너 제조",http://www.cosmoamt.com,N/A
코스모화학,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
코아스,목재·제지·가구,중소기업,-,노재근,http://www.ikoas.com/,N/A,N/A,320명,1984.01.05 (42년차),-,사무용 가구 제조,"경기 파주시 탄현면 방촌로 493 (법흥리, (주)한국OA) (주)코아스",N/A
코오롱,섬유·의류·패션,대기업,-,안병덕,"국민연금, 건강보험, 고용보험, 산재보험","경기 과천시 코오롱로 11 (별양동, 코오롱) 코오롱타워",N/A,"11,289명",1957.04.12 (69년차),9조 3천억원,화학/패션/건설/유통/수처리/바이오/IT/헬스케어/레저,http://www.kolon.com/,N/A
코오롱ENP,섬유·의류·패션,대기업,-,안병덕,"국민연금, 건강보험, 고용보험, 산재보험","경기 과천시 코오롱로 11 (별양동, 코오롱) 코오롱타워",N/A,"11,289명",1957.04.12 (69년차),9조 3천억원,화학/패션/건설/유통/수처리/바이오/IT/헬스케어/레저,http://www.kolon.com/,N/A
코오롱글로벌,섬유·의류·패션,대기업,-,안병덕,"국민연금, 건강보험, 고용보험, 산재보험","경기 과천시 코오롱로 11 (별양동, 코오롱) 코오롱타워",N/A,"11,289명",1957.04.12 (69년차),9조 3천억원,화학/패션/건설/유통/수처리/바이오/IT/헬스케어/레저,http://www.kolon.com/,N/A
코오롱생명과학,완제 의약품 제조업,대기업,62억 1천만원 (2024.12.31),김선진,"항균제,수처리제,원료의약 등 제조,연구,개발",http://www.kolonls.co.kr,코오롱그룹 코오롱스페이스웍스(주) 코오롱베니트(주) (주)코오롱인베스트먼트 (주)엑시아머티리얼스 코오롱아우토(주) (주)코오롱 코오롱글로텍(주) 코오롱제약(주) (주)케이에프엔티 덕평랜드(주) 그린나래(주) 스위트밀(주) (주)엠오디 코오롱글로벌(주) 코오롱이앤피(주) 코오롱머티리얼(주) 더보기,437명 (2024.12.31),2000.04.21 (26년차),"1,596억 7천만원 (2024.12.31)","3,868만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 과천시 별양동 1-23 코오롱타워 9층
코오롱인더,섬유·의류·패션,대기업,-,안병덕,"국민연금, 건강보험, 고용보험, 산재보험","경기 과천시 코오롱로 11 (별양동, 코오롱) 코오롱타워",N/A,"11,289명",1957.04.12 (69년차),9조 3천억원,화학/패션/건설/유통/수처리/바이오/IT/헬스케어/레저,http://www.kolon.com/,N/A
코웨이,렌탈·임대·리스,중소기업,-,서재용,-,N/A,N/A,"20,000명",1989.05.22 (37년차),-,정수기 A/S 및 고객관리,"부산 부산진구 부전로 79 (부전동, 동아빌딩) 5층",N/A
코웰패션,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
콘텐트리중앙,일반 영화 및 비디오물 제작업,중견기업,963억 1천만원 (2024.12.31),이중원/홍정인,"국민연금, 건강보험, 고용보험, 산재보험",서울특별시 종로구 수송동 58 두산위브파빌리온,중앙그룹 메가박스중앙(주) 에스엘엘중앙(주) 중앙일보엠앤피(주) 중앙피앤아이(주) 플레이타임중앙(주) 중앙일보에스(주) 중앙일보(주) 휘닉스중앙제주(주) 휘닉스중앙(주) 허스트중앙(유) (주)다보중앙 중앙홀딩스(주) 미디어프린팅넷(주) 제이티비씨스포츠(주) 제이티비씨(주) 제이티비씨미디어텍(주) 더보기,147명 (2024.12.31),1987.09.28 (39년차),317억 6천만원 (2024.12.31),"영화,방송프로그램 제작,유통/광고,SO 영업대행/매거진 발행/영화티켓(메가박스) 판매",http://www.contentreej.com,N/A
콜마비앤에이치,의약용 화합물 및 항생물질 제조업,중견기업,147억 7천만원 (2024.12.31),윤여원,"건강기능식품원료,화장품소재 개발,제조,도소매",http://www.kolmarbnh.co.kr,콜마홀딩스그룹 콜마유엑스(주) 콜마홀딩스(주) (주)연우 (주)에치엔지 콜마스크(주) (주)넥스트앤바이오 농업회사법인근오농림(주) 에이치케이이노엔(주) 콜마생활건강(주) (주)레슬리 (주)플래닛147 콜마글로벌(주) (주)엠오디머티어리얼즈 (주)라우드랩스 (주)에이치케이케미스토리,528명 (2024.12.31),2014.04.22 (12년차),"4,690억 2천만원 (2024.12.31)","4,204만원","국민연금, 건강보험, 고용보험, 산재보험",충북 음성군 대소면 대풍산단1길 8 (대풍리) 콜마비앤에이치
콜마홀딩스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
콤텍시스템,유선 통신업,중소기업,-,최재완,"국민연금, 건강보험",서울 영등포구 양평동5가 선유도 우림라이온스밸리 A동 601호,N/A,54명 (2013.12.31),2011.04.25 (15년차),20억,부가통신,-,N/A
쿠쿠홀딩스,주방용 전기기기 제조업,중견기업,25억원 (2024.12.31),구본학,"주방용전기기기,생활필수품 제조",http://www.cuckoo.co.kr,쿠쿠홀딩스그룹 엔탑(주) 쿠쿠홀딩스(주) 쿠쿠홈시스(주) 쿠쿠사회복지재단,713명 (2024.12.31),2017.12.01 (9년차),"7,479억 7천만원 (2024.12.31)","3,604만원","국민연금, 건강보험, 고용보험, 산재보험",경남 양산시 유산공단2길 14 (교동) 쿠쿠본사 1공장
쿠쿠홈시스,주방용 전기기기 제조업,중견기업,25억원 (2024.12.31),구본학,"주방용전기기기,생활필수품 제조",http://www.cuckoo.co.kr,쿠쿠홀딩스그룹 엔탑(주) 쿠쿠홀딩스(주) 쿠쿠홈시스(주) 쿠쿠사회복지재단,713명 (2024.12.31),2017.12.01 (9년차),"7,479억 7천만원 (2024.12.31)","3,604만원","국민연금, 건강보험, 고용보험, 산재보험",경남 양산시 유산공단2길 14 (교동) 쿠쿠본사 1공장
큐렉소,제약·보건·바이오,중견기업,205억 4천만원 (2024.12.31),이재준,"국민연금, 건강보험, 고용보험, 산재보험",서울 송파구 위례순환로 480 (장지동) 3-4층,에치와이그룹 (주)팔도 (주)엔이능률 (주)비락 (주)에치와이 제이레저(주) (주)메디컬그룹나무 (주)에이치와이모빌리티 (주)팔도테크팩 (주)부릉 (주)부릉라이더스 (주)에이치피아이 (주)라이더스신용대부,102명,1992 (34년차),555억 3천만원 (2024.12.31),"의료기기 제조 및 수입, 판매",http://www.curexo.com,N/A
큐캐피탈,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
크라운제과,과자류 및 코코아 제품 제조업,중견기업,26억 5천만원 (2024.12.31),윤석빈,"과자(비스킷,스낵,당과) 제조,도소매/상품중개",http://www.crown.co.kr,크라운해태홀딩스그룹 (주)씨에이치테크 해태제과식품(주) (주)두라푸드 (주)크라운해태홀딩스 (주)빨라쪼 (주)아트밸리 (주)영그린 (주)코디서비스코리아 해태가루비(주) 글리코해태(주) 훼미리식품(주),"1,298명 (2024.12.31)",2017.03.01 (9년차),"4,381억 2백만원 (2024.12.31)","3,890만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 용산구 한강대로72길 3 (남영동, 해태제과) 크라운제과"
크라운해태홀딩스,지주회사,중견기업,77억 2천만원 (2024.12.31),윤석빈,"지주회사/비스켓,쵸코렛,사탕,웨이퍼 제조,도매",서울 용산구 남영동 131-1 크라운해태홀딩스,크라운해태홀딩스그룹 (주)씨에이치테크 해태제과식품(주) (주)두라푸드 (주)빨라쪼 (주)아트밸리 (주)영그린 (주)코디서비스코리아 해태가루비(주) (주)크라운제과 글리코해태(주) 훼미리식품(주),86명 (2024.12.31),1968.09.18 (58년차),182억 1천만원 (2024.12.31),"3,300만원 상세보기",http://www.crown.co.kr,N/A
크래프톤,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
클래시스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
키다리스튜디오,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
키움증권,증권 중개업,대기업,"1,452억 2천만원 (2024.12.31)",엄주성,"유가증권의 매매,위탁,인수,주선",http://www.kiwoom.com,다우키움그룹 키움인베스트먼트(주) 한국정보인증(주) (주)키움이앤에스 (주)이머니 키움에셋플래너(주) (주)사람인 (주)키다리스튜디오 (주)다우데이타 키움투자자산운용(주) (주)키움저축은행 (주)키움예스저축은행 (주)다우기술 (주)애드이피션시 에스지서비스(주) (주)키다리스타 더보기,972명 (2024.12.31),2000.04.01 (26년차),10조 2천억원 (2024.12.31),"2,976만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 영등포구 여의나루로4길 18 (여의도동, 키움파이낸스스퀘어) 키움증권(주)"
키이스트,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
탑머티리얼,화학·에너지·환경,중소기업,29억 7천만원,노환진,"이차전지 제조, 관련 장비, 턴키 엔지니어링",http://www.topmaterial.co.kr,코윈테크그룹 (주)코윈테크 (주)코윈솔루션,90명,2012.02.12 (14년차),630억 1천만원,"3,902만원","국민연금, 건강보험, 고용보험, 산재보험",경기도 이천시 호법면 덕평로 554-30 .
태경산업,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
태경케미컬,화학·에너지·환경,중견기업,-,박기환,"국민연금, 건강보험, 고용보험, 산재보험","충남 서산시 대산읍 독곶2로 96-43 (독곶리, 태경화학(주)) 태경케미컬",N/A,29명,1991.03.15 (35년차),-,"액체탄산, 드라이아이스 제조",http://taekyungchem.co.kr,N/A
태광산업,합성섬유 제조업,중견기업,55억 6천만원 (2024.12.31),유태호,"화섬사,모방직물,담요,석유화학제품(AN,PTA),오디오기기 제조",http://www.taekwang.co.kr,태광그룹 흥국자산운용(주) (주)이채널 흥국증권(주) 대한화섬(주) (주)예가람저축은행 (주)한국케이블텔레콤 흥국화재해상보험(주) 흥국생명보험(주) (주)고려저축은행 (주)티시스 (주)티알엔 (주)메르뱅 (주)티캐스트 (주)세광패션 서한물산(주) (주)큰희망 티엘케미칼(주) 더보기,906명 (2024.12.31),1961.09.15 (65년차),"1조 8,952억원 (2024.12.31)","4,240만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 중구 장충동2가 162-1
태림포장,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
태양금속공업,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
태영건설,종합 건설업,대기업,"1,472억 5천만원 (2024.12.31)",최금락/최진국,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",http://www.taeyoung.com,태영그룹 (주)스튜디오에스 (주)에스비에스에이앤티 (주)에스비에스미디어넷 (주)디엠씨미디어 (주)에코시티 (주)태영디앤아이 대구남부순환도로(주) (주)SBS 대구남부에이엠씨(주) 신경주역세권공영개발(주) 신경주지역개발(주) (주)인제스피디움 (주)태영유니시티 경산에코에너지(주) 더보기,"1,309명 (2024.12.31)",1973.11.20 (53년차),"2조 5,269억원 (2024.12.31)","4,289만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 고양시 일산동구 장항2동 868 웨스턴타워 4동 502호
태원물산,자동차·조선·철강·항공,중소기업,38억원,남기영,"국민연금, 건강보험, 고용보험, 산재보험","인천 미추홀구 방축로 286 (주안동, 태원물산(주)) 태원물산(주)",N/A,35명,1979.05.01 (47년차),218억,자동차부품제조업,http://www.twms.co.kr,N/A
테스,전기·전자·제어,2002 (24년차),반도체 장비 제조 및 Solar Cell Business,https://hites.career.greetinghr.com/,테스그룹 테스투자파트너스(주),N/A,N/A,벤처기업,"주숭일, 이재호","국민연금, 건강보험, 고용보험, 산재보험",경기 용인시 처인구 양지면 제일리 640-1,N/A,N/A
테이팩스,플라스틱 접착처리 제품 제조업,중견기업,37억 9천만원 (2024.12.31),허지행,"OCA,2차전지용 테이프,산업용 랩 등 제조,도매,무역/포장기계 도소매/부동산 임대",http://www.tapex.co.kr,한솔그룹 한솔페이퍼텍(주) 한솔아이원스(주) 한솔인티큐브(주) 한솔홀딩스(주) (주)한솔케미칼 한솔피엔에스(주) 한솔테크닉스(주) 한솔에코패키징(주) 한솔로지스틱스(주) (주)한솔홈데코 문경에스코(주) 한솔제지(주) 코스코페이퍼(주) (주)바이옥스 한솔티씨에스(주) (주)솔머티리얼즈 더보기,354명 (2024.12.31),1994.08.01 (32년차),"1,341억 7천만원 (2024.12.31)","3,200만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 화성시 양감면 초록로532번길 62-16 (사창리)
텔코웨어,응용 소프트웨어 개발 및 공급업,중소기업,50억 2천만원 (2024.12.31),금한태/배성,"국민연금, 건강보험, 고용보험, 산재보험",서울 서초구 서초동 1708-2,텔코웨어그룹 텔코인(주),178명 (2024.12.31),2000.01.11 (26년차),448억 5천만원 (2024.12.31),"소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역",http://www.telcoware.com,N/A
토니모리,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
토스뱅크,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
티비에이치글로벌,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
티씨케이,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
티에스이,"전자기 측정, 시험 및 분석기구 제조업",중견기업,55억 3천만원 (2024.12.31),김철호/김명진,"국민연금, 건강보험, 고용보험, 산재보험",충남 천안시 서북구 직산읍 군수1길 189 (군서리) (주)티에스이,티에스이그룹 (주)엘디티 (주)타이거일렉 (주)메가센 (주)지엠테스트 (주)메가터치,736명 (2024.12.31),1995.08.31 (31년차),"2,209억 9천만원 (2024.12.31)","테스트인터페이스 시스템,전자제어장비,반도체시험장비 제조/도매/장비수리",http://www.tse21.com,N/A
티에이치엔,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
티와이홀딩스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
티웨이항공,항공 여객 운송업,중견기업,"1,076억 8천만원 (2024.12.31)",정홍근,"부정기 항공여객 운송/기내식 제조,포장",http://www.twayair.com,예림당그룹 (주)티웨이홀딩스 (주)예림랜드 (주)예림당 (주)예림문고 (주)성원디앤아이 (주)티웨이에어서비스,"3,805명 (2024.12.31)",2010.08.16 (16년차),"1조 5,372억원 (2024.12.31)","3,983만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 강서구 하늘길 210 (공항동, 한국항공화물청사) 김포국제공항 화물청사"
티웨이홀딩스,호텔·여행·항공,중견기업,3억원 (2024.12.31),최상원,"티웨이항공 계열사, 티웨이항공 국내/국제 항공 지상조업 및 예약센터, 기내탑재 운영",-,예림당그룹 (주)티웨이항공 (주)티웨이홀딩스 (주)예림랜드 (주)예림당 (주)예림문고 (주)성원디앤아이,494명,2017.10.27 (9년차),272억 9천만원 (2024.12.31),"3,200만원","국민연금, 건강보험, 고용보험, 산재보험","서울 강서구 하늘길 210 (공항동, 한국항공화물청사) 205-3호 티웨이에어서비스"
티케이케미칼,합성섬유 제조업,대기업,454억 4천만원 (2024.12.31),이동수,"합성섬유(수지,폴리에스터,스판덱스) 제조,도매,수출/아파트공사,분양",http://www.tkchemi.co.kr,SM그룹 케이엘씨에스엠(주) 에스엠화진(주) 에스엠상선(주) (주)한스케미칼 (주)에스엠바로코사경인 에스엠자산개발(주) 창명해운(주) (주)태길종합건설 에스엠신용정보(주) (주)에스엠바로코사 한덕철광산업(주) 신촌역사(주) 에스엠에이엠씨투자대부(주) 한국선박금융(주) 국일제지(주) 우방토건(주) 더보기,197명 (2024.12.31),2007.11.09 (19년차),"3,395억 7천만원 (2024.12.31)","3,000만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 강서구 마곡중앙8로 78 (마곡동, 에스엠알앤디센 10층"
파라다이스,기타 사행시설 관리 및 운영업,중견기업,474억 4천만원 (2024.12.31),최종환,"카지노,호텔,복합리조트",http://www.paradise.co.kr,파라다이스그룹 (주)파라다이스글로벌 (주)비노파라다이스 계룡에스피씨(주) (주)파라다이스호텔부산 (주)파라다이스투어 (주)파라다이스플래닝 (주)파라다이스세가사미 (주)파라다이스에이치앤알 (주)파라다이스이앤에이 (주)비노에프앤비,"1,339명 (2024.12.31)",1972.04.27 (54년차),"4,192억 8천만원 (2024.12.31)","3,900만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 중구 장충동2가 186-210
파마리서치,제약·보건·바이오,중견기업,54억원,"강기석, 김신규","의료기기, 의약품, 화장품, 건강기능식품",http://pharmaresearch.co.kr,파마리서치그룹 (주)파마리서치바이오 (주)수인베스트먼트캐피탈 (주)메디코슨 (주)튜링바이오 (주)파마리서치에이치앤비 (주)플루토 (주)파마리서치메디케어,450명,1993.12.20 (33년차),"3,408억원","2,520만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경기 성남시 분당구 판교로255번길 62 (삼평동, 파마리서치및아이코닉스판교사옥) (주)파마리서치"
파미셀,화학·에너지·환경,중소기업,-,김성년,"세계적인 제약회사들의 신약개발에 필요한 원료물질 및 소재물질 개발, 생산",http://www.pharmicell.com,N/A,51명,2002.11.27 (24년차),-,"3,300만원","국민연금, 건강보험, 고용보험, 산재보험",울산 울주군 온산읍 공단로 249 (화산리) 파미셀(주)케미컬사업부문
파크시스템스,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",중소기업,34억 9천만원 (2024.12.31),박상일,"반도체공정용원자현미경,첨단계측장비 제조,도매,무역",http://www.parksystems.com,N/A,361명 (2024.12.31),1997.04.07 (29년차),"1,418억 4천만원 (2024.12.31)","3,370만원","국민연금, 건강보험, 고용보험, 산재보험","경기 수원시 영통구 광교로 109 (이의동, 한국나노기술원) 15층"
파트론,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
팜스코,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
팜젠사이언스,제약·보건·바이오,중견기업,79억 1천만원,"박희덕,김혜연",의약품 제조 및 판매,http://www.pharmgenscience.com,팜젠사이언스그룹 커넥타젠(주) (주)포레스토리 (주)엑세스바이오코리아 웰스바이오(주) (주)인큐텐 (주)팜젠헬스케어 (주)비라이트인베스트먼트 비라이트파트너스(주),280명,1961.10.07 (65년차),"1,510억","3,940만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 서초구 동작대로 216 (방배동, 팜젠사이언스빌딩)"
팬오션,외항 화물 운송업,대기업,"5,345억 7천만원 (2024.12.31)","김홍국, 안중호","해상화물운송(외항,운수보관)",http://www.panocean.com,하림그룹 농업회사법인(주)선진한마을 농업회사법인(주)주원산오리 (주)팜스코 농업회사법인(주)익산 (주)선진햄 (주)한강식품 (주)엔에스쇼핑 (주)올품 (주)에버미라클 (주)경우 (주)맥시칸 (주)하림지주 지포레(주) 농업회사법인(주)순우리 (주)싱그린에프에스 (주)선진에프에스 더보기,"1,239명 (2024.12.31)",1966.05.28 (60년차),4조 689억원 (2024.12.31),"4,000만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 종로구 종로5길 7 (청진동, Tower 8) 팬오션주식회사"
퍼스텍,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
퍼시스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
펄어비스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
페이퍼코리아,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
평화산업,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
