companyName,industry,numberOfEmployees,companyType,establishmentDate,capital,revenue,ceoName,graduateSalary,mainBusiness,hasFourInsurances,homepage,address,affiliates
극동유화,금속·재료·자재,123명,중견기업,1980 (46년차),174억 3천만원 (2024.12.31),1조 407억원 (2024.12.31),장홍선/장선우,"4,100만원 상세보기",윤활유 및 그리스 제조업,"국민연금, 건강보험, 고용보험, 산재보험",http://www.kdoc.co.kr,경남 양산시 어실로 101 (유산동) -,극동유화그룹 세종에이엠씨(주) 세양물류(주) (주)세영티엠에스 선인자동차(주) 고진모터스(주) 우암홀딩스(주) (주)제이제이인터내셔날 우암건설(주) 에스지오토서비스(주) 우암에프앤비(주) (주)우암디앤아이 케이디탱크터미널(주) (주)에스지모빌리티 세영모빌리티(주) 케이앤디에너젠(주) 케이앤제이산업(주)
금강공업,자동차·조선·철강·항공,491명,중견기업,1979 (47년차),248억 6천만원,3169억,이범호,N/A,강관 등 철강재 및 건설용 가설자재 제조 판매,"국민연금, 건강보험, 고용보험, 산재보험",http://www.kumkangind.com,서울특별시 송파구 새말로5길 21 (문정동) -,N/A
금비,포장용 유리용기 제조업,237명 (2024.12.31),중견기업,1973.06.05 (53년차),50억원 (2024.09.30),960억 6천만원 (2024.09.30),고기영,"3,880만원 상세보기","유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)","국민연금, 건강보험, 고용보험, 산재보험",http://www.kumbi.co.kr,경기 이천시 부발읍 중부대로1707번길 13 (무촌리) (주)금비 이천공장,금비그룹 우천개발(주) (주)금비비앤피 삼화왕관(주) (주)명미인터내셔널 (주)신우
금양,화학·에너지·환경,90명,중소기업,1955.11.17 (71년차),196억 7천만원,1320억,류광지,"4,609만원 상세보기","정밀화학제품(발포제 등) 생산, 판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.kyc.co.kr,부산 사상구 감전동 951-1,N/A
금호건설,건물 건설업,"1,213명 (2024.12.31)",중견기업,1972.10.11 (54년차),"1,862억 2천만원 (2024.12.31)","1조 8,756억원 (2024.12.31)",조완석,N/A,"종합건설/여객운송,관광/부동산 임대,분양","국민연금, 건강보험, 고용보험, 산재보험",http://www.kumhoenc.com,서울 종로구 우정국로 26 (공평동) 센트로폴리스 A동,금호아시아나그룹 충주보라매(주) 금호고속(주) 케이알(주) 케이오(주) 케이지(주) 에이큐(주) 금호고속관광(주) 케이아이(주) 케이에이(주) 케이에프(주) 에스티엠(주) 에이에이치(주) 에이오(주) 금호익스프레스(주) 금호에이엠씨(주) 금호목포시내(주)
금호석유화학,합성고무 제조업,"1,575명 (2024.12.31)",중견기업,1976.12.10 (50년차),"1,674억 5천만원 (2024.12.31)","4조 8,542억원 (2024.12.31)",백종훈,"4,464만원 상세보기","합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매","국민연금, 건강보험, 고용보험, 산재보험",http://www.kkpc.com,서울 중구 수표동 99 시그니쳐타워스 동관 12층,금호석유화학그룹 금호피앤비화학(주) 금호개발상사(주) 금호폴리켐(주) 금호미쓰이화학(주) 금호리조트(주) 금호티앤엘(주) 여수페트로(주) 금호그린바이오창원(주) 코리아에너지발전소(주) 영광백수풍력발전(주) 철도솔라(주) (주)강원학교태양광 (주)디앤케이켐텍 케이앤에이치특수가스(주) 더보기
금호전기,전구 및 램프 제조업,86명 (2024.12.31),중소기업,1935.05.25 (91년차),280억 4천만원 (2024.12.31),442억 8천만원 (2024.12.31),이홍민,"3,300만원 상세보기","LED램프,형광등,전구식형광등,산업용전구 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.khe.co.kr,"서울 영등포구 국제금융로 10 (여의도동, 서울국제금융센터) 3IFC 14층",금호전기그룹 브릭메이트(주)
금호타이어,타이어 및 튜브 제조업,"5,551명 (2024.12.31)",중견기업,2003.06.30 (23년차),"1조 4,363억원 (2024.12.31)","3조 6,084억원 (2024.12.31)",정일택,"4,735만원 상세보기","타이어,튜브 제조,도매,무역","국민연금, 건강보험, 고용보험, 산재보험",http://www.kumhotire.com,광주 광산구 어등대로621번길 32 (소촌동) 금호타이어,싱웨이코리아그룹 싱웨이코리아(주)
기신정기,기계·기계설비,433명,중견기업,1988 (38년차),146억원,1201억,윤현도,N/A,"MOLD BASE, CORE PLATE, DIE SET사업부",산재보험,http://www.kishin.com,"인천 남동구 남동대로 175 (고잔동, 기신정기) 기신정기 2공장",N/A
기업은행,국내은행,"12,983명 (2024.12.31)",공공기관,1961.07.25 (65년차),"4조 2,113억원 (2024.12.31)",27조 3천억원 (2024.12.31),김성태,N/A,은행,"국민연금, 건강보험, 고용보험, 산재보험",http://www.ibk.co.kr,서울 중구 을지로2가 11층 인력개발부,중소기업은행그룹 (주)아이비케이시스템 아이비케이신용정보(주) 아이비케이자산운용(주) (주)한일에프에이 (주)아이비케이캐피탈 아이비케이투자증권(주) (자)기술금융제일호사모투자전문회사 아이비케이연금보험(주) 브랜드케이청년창조기술금융사모투자(자) (주)아이비케이저축은행 더보기
까뮤이앤씨,건설·시공·토목·조경,200명,중견기업,1978.12.01 (48년차),226억원,"2,074억 3천만원 (2024.12.31)",손병재,"4,550만원 상세보기",건축,"국민연금, 건강보험, 고용보험, 산재보험",http://www.camusenc.com,서울 영등포구 여의도동 17-3 까뮤이앤씨 빌딩 10층,베이스그룹 (주)금양인터내셔날 (주)후니드 (주)태흥산업 극동정밀(주) (주)용인로직스 (주)한국알미늄 (주)명동에이엠씨 (주)베이스 (주)펜타 (주)티에이치물산 (주)케이피에스 (주)신풍에이치 (주)씨디유통 (주)더블유에이치홀딩스 (주)베이스인베스트
깨끗한나라,기타 종이 및 판지 제조업,607명 (2024.12.31),중견기업,1966.03.07 (60년차),376억 6백만원 (2024.12.31),"5,361억 8천만원 (2024.12.31)",최현수/이동열,"4,452만원 상세보기","펄프,판지원지,화장지 제조,수출입","국민연금, 건강보험, 고용보험, 산재보험",http://www.kleannara.com,"서울 용산구 한남대로 98 (한남동, 일신빌딩)",깨끗한나라그룹 (주)보노아 (주)케이앤이
나노신소재,그 외 기타 분류 안된 화학제품 제조업,288명 (2024.12.31),중소기업,2000.03.15 (26년차),61억 3백만원 (2024.12.31),847억 9천만원 (2024.12.31),박장우,"4,200만원 상세보기","인듐계 산화물 TCO Target, 반도체 CMP Slurry 등 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.anapro.com,충북 청원군 부용면 금호리 244 부용산업단지 내,N/A
남광토건,건설·시공·토목·조경,470명,중견기업,1947.07.07 (79년차),N/A,N/A,임민규,N/A,"토목, 건축","국민연금, 건강보험, 고용보험, 산재보험",http://www.namkwang.co.kr,"경기 용인시 기흥구 흥덕중앙로 120 (영덕동, U-TOWER) B122호 남광토건",N/A
남선알미늄,"알루미늄 압연, 압출 및 연신제품 제조업",534명 (2024.12.31),중견기업,1947 (79년차),646억 9천만원 (2024.12.31),"2,895억 3천만원 (2024.12.31)",박귀봉/정순원,N/A,알미늄샷시 제조/환경사업,"국민연금, 건강보험, 고용보험, 산재보험",http://www.namsun.co.kr,대구 달성군 논공읍 논공중앙로 288 (본리리) 남선알미늄,SM그룹 케이엘씨에스엠(주) 에스엠화진(주) 에스엠상선(주) (주)한스케미칼 (주)에스엠바로코사경인 에스엠자산개발(주) 창명해운(주) (주)태길종합건설 에스엠신용정보(주) (주)에스엠바로코사 한덕철광산업(주) 신촌역사(주) 에스엠에이엠씨투자대부(주) 한국선박금융(주) 국일제지(주) 우방토건(주) 더보기
남성,외항 화물 운송업,244명 (2024.12.31),중견기업,1953.08.01 (73년차),14억 6백만원 (2024.12.31),"6,850억 7천만원 (2024.12.31)",김용규,N/A,"해상(외항화물) 운송,대리/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.namsung.co.kr,"서울 중구 삼일대로 363 (장교동, 장교빌딩) 17층",남성홀딩스그룹 남성홀딩스(주) 동영해운(주) 동주마리타임(주) 마젤란마린솔루션즈(주)
남양유업,액상시유 및 기타 낙농제품 제조업,"1,883명 (2024.12.31)",중견기업,1964.03.13 (62년차),46억원 (2024.12.31),"9,372억 7천만원 (2024.12.31)",김승언,"4,650만원 상세보기","시유,조제분유,발효유,이유밀,치즈,커피음료 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.namyangi.com,서울 강남구 도산대로 240 (논현동) 도산240빌딩,한앤코유업홀딩스그룹 금양흥업(주) 건강한사람들(주) 한앤코유업홀딩스(유) 백미당아이앤씨(주)
남해화학,복합비료 및 기타 화학비료 제조업,467명,대기업,1974.05.08 (52년차),496억 7천만원 (2024.12.31),1조1872억,김창수,"5,250만원 상세보기","비료(요소,복합비료),공업제품원료 제조,도매","국민연금, 산재보험",http://www.nhchem.co.kr,전남 여수시 낙포동 남해화학(주),농협그룹 농업회사법인농협에코아그로(주) (주)농협유통 (주)농협사료 (주)한국의료환경 (주)농협파트너스 (주)농협네트웍스 엔에이치아문디자산운용(주) (주)농협홍삼 농업협동조합자산관리회사 엔에이치선물(주) (주)엔에이치농협무역 (주)농협케미컬 농업회사법인(주)엔에이치농우바이오 (주)농협물류 더보기
네이처셀,기초 의약물질 및 생물학적 제제 제조업,68명 (2024.12.31),중소기업,1971.09.01 (55년차),321억 7천만원 (2024.12.31),321억 4백만원 (2024.12.31),변대중,N/A,"기초 의약물질,생물학적 제제 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.naturecell.co.kr,"경북 칠곡군 기산면 영리 317-18 / 서울사무소 : 서울시 영등포구 국회대로 76길10, 5층",바이오스타그룹 (주)알바이오 (주)바이오스타랩 (주)바이오스타줄기세포기술연구원 (주)주실
넥센,타이어 및 튜브 제조업,"4,255명 (2024.12.31)",중견기업,1958.04.11 (68년차),540억 8천만원 (2024.12.31),"2조 1,326억원 (2024.12.31)",강병중/강호찬/김현석,"4,303만원 상세보기","타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.nexentire.com,"경남 양산시 충렬로 355 (유산동, 넥센타이어) 넥센타이어 본사",넥센그룹 (주)케이엔엔 (주)케이엔엔미디어플러스 (주)넥센 (주)오티피멀티솔루션 (주)파맥스 (주)넥센디앤에스 (주)부산글로벌빌리지 누리네트웍스(주) (주)케이엔엔디앤씨 (주)케이엔엔미디어플러스경남 (주)케이에스테이트 엔젤위더스(주) (주)에스디유 엔에이치제이(주) (주)넥스에듀
넥센타이어,타이어 및 튜브 제조업,"4,255명 (2024.12.31)",중견기업,1958.04.11 (68년차),540억 8천만원 (2024.12.31),"2조 1,326억원 (2024.12.31)",강병중/강호찬/김현석,"4,303만원 상세보기","타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.nexentire.com,"경남 양산시 충렬로 355 (유산동, 넥센타이어) 넥센타이어 본사",넥센그룹 (주)케이엔엔 (주)케이엔엔미디어플러스 (주)넥센 (주)오티피멀티솔루션 (주)파맥스 (주)넥센디앤에스 (주)부산글로벌빌리지 누리네트웍스(주) (주)케이엔엔디앤씨 (주)케이엔엔미디어플러스경남 (주)케이에스테이트 엔젤위더스(주) (주)에스디유 엔에이치제이(주) (주)넥스에듀
넥스틴,반도체·디스플레이·광학,105명,중소기업,2010.07.01 (16년차),49억 7천만원,1149억,박태훈,N/A,반도체 전공정용 패턴 결함 검사장비 제조업,"국민연금, 건강보험, 고용보험, 산재보험",http://www.nextinsol.com,경기 화성시 동탄산단9길 23-12 (방교동) 7층,N/A
넥슨게임즈,컴퓨터·하드웨어·장비,"3,500명",대기업,1994 (32년차),320억원,3조 9000억,강대현·김정욱,N/A,온라인 게임 개발 및 서비스,"국민연금, 건강보험, 고용보험, 산재보험",http://company.nexon.com,경기 성남시 분당구 판교로256번길 7 (삼평동) 넥슨코리아,넥슨그룹 (주)넥슨네트웍스 (주)중앙판교개발 유한책임회사와이즈키즈 (주)네오플 유한책임회사엔엑스프로퍼티스 (주)브이아이피사모주식형펀드일호 (주)엔엑스씨 (주)엔미디어플랫폼 스토케코리아(유) (주)넥슨게임즈 (주)미띵스 (주)넥슨커뮤니케이션즈 (주)코빗 (주)넥슨스페이스 (주)데브캣 더보기
넵튠,모바일 게임 소프트웨어 개발 및 공급업,106명 (2024.12.31),대기업,2015.03.19 (11년차),233억 3천만원 (2024.12.31),255억 1천만원 (2024.12.31),강율빈/정욱,N/A,"모바일게임소프트웨어 개발,공급,자문","국민연금, 건강보험, 고용보험, 산재보험",http://www.neptunegames.co.kr,"서울 강남구 언주로 508 (역삼동, 공무원연금공단) 11층",카카오그룹 (주)카카오 (주)에스엠엔터테인먼트 (주)테인스밸리 (주)에스엠컬처앤콘텐츠 (주)에스엠라이프디자인그룹 동고택시(주) (주)비글 로고스필름(주) (주)엑스엘게임즈 (주)아이앤아이소프트 (주)케이엠파크 (주)쇼노트 (주)키이스트 (주)레디엔터테인먼트 (주)엔플루토 (주)케이큐브홀딩스 더보기
넷마블,유선 온라인 게임 소프트웨어 개발 및 공급업,749명 (2024.12.31),-,2000.03.01 (26년차),N/A,N/A,김병규,"3,600만원 상세보기","게임소프트웨어 개발,공급/게임개발 주식보유,관리/전자상거래/비주거용건물 임대","국민연금, 건강보험, 고용보험, 산재보험",http://company.netmarble.com,"서울 구로구 디지털로26길 38 (구로동, G-SQUARE) 넷마블",N/A
노루페인트,일반용 도료 및 관련제품 제조업,796명 (2024.12.31),중견기업,2006.06.02 (20년차),102억 3천만원 (2024.12.31),"6,907억 6천만원 (2024.12.31)",이수민,"3,100만원 상세보기",페인트 제조,"국민연금, 건강보험, 고용보험, 산재보험",http://www.noroopaint.com,경기 안양시 만안구 박달2동 615,노루그룹 (주)노루케미칼 (주)노루오토코팅 (주)노루코일코팅 (주)디어스세다 (주)노루로지넷 (주)노루홀딩스 (주)아이피케이 (주)디어스아이 (주)디어스엠 (주)노루알앤씨 (주)디어스이앤씨 다이아몬드특송(주) 농업회사법인(주)더기반 (주)기반테크
노루홀딩스,화학·에너지·환경,53명,중소기업,1945.11.01 (81년차),-,-,한영재/김용기,N/A,"지주사업, 시장조사, 경영상담",N/A,http://www.norooholdings.com/,경기 안양시 만안구 박달동 615 주식회사노루페인트,N/A
녹십자,완제 의약품 제조업,"2,355명 (2024.12.31)",중견기업,1969.11.01 (57년차),584억 3천만원 (2024.12.31),"1조 2,759억원 (2024.12.31)",허은철,"2,800만원 상세보기","알부민외 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.gcbiopharma.com,"경기 용인시 기흥구 이현로30번길 107 (보정동, (주)",녹십자그룹 (주)유비케어 (주)녹십자이엠 (주)녹십자홀딩스 (주)녹십자엠에스 (주)지씨케어 (주)크레템 (주)녹십자메디스 (주)조아 (주)녹십자웰빙 (주)아이쿱 농업회사법인인백팜(주) (주)헥톤씨앤씨 (주)진스랩 (주)케이컨셉 (주)지씨웰페어 (주)지씨셀 (주)아진디앤엠 (주)또하나의가족대전센터 더보기
농심,"면류, 마카로니 및 유사식품 제조업","5,472명 (2024.12.31)",중견기업,1965.09.18 (61년차),304억 1천만원 (2024.12.31),"2조 7,016억원 (2024.12.31)",이병학,"4,313만원 상세보기","라면,스낵,유지 제조,도매,수출입/생수,수입상품도매,무역/통신판매/음식점/보관,창고/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.nongshim.com,서울 동작구 신대방동 370-1,농심그룹 농심태경(주) (주)이스턴웰스 (주)농심홀딩스 율촌화학(주) 언양농림개발(주) (주)엔디에스 (주)캐처스 (주)농심캐피탈 (주)메가마트 농심엔지니어링(주) 농심개발(주) (주)대주실업 전일운수(유) (주)농심미분 반도통운(주) 구미물류(주) (유)전일연마 (주)엔에스아리아 농심이스포츠(주) 더보기
농우바이오,종자 및 묘목 생산업,392명 (2024.12.31),대기업,1990.06.05 (36년차),80억 1천만원 (2024.12.31),"1,053억 3천만원 (2024.12.31)",양현구,N/A,"채소종자 재배/종묘,농자재 생산,판매/종묘위탁생산,비축사업/해외육채종 판매/경영,기술지도 사업","국민연금, 건강보험, 고용보험, 산재보험",http://www.nongwoobio.co.kr,"경기 수원시 영통구 센트럴타운로 114-8 (이의동, 농업회사법인 (주) 농우바이오) 농우바이오",농협그룹 농업회사법인농협에코아그로(주) (주)농협유통 (주)농협사료 (주)한국의료환경 (주)농협파트너스 (주)농협네트웍스 엔에이치아문디자산운용(주) (주)농협홍삼 농업협동조합자산관리회사 엔에이치선물(주) (주)엔에이치농협무역 남해화학(주) (주)농협케미컬 (주)농협물류 (주)농협목우촌 더보기
농협금융지주,국내은행,"16,144명 (2024.12.31)",대기업,2012.03.02 (14년차),"2조 3,843억원 (2024.12.31)",26조 1천억원 (2024.12.31),강태영,"2,760만원 상세보기",국내은행,"국민연금, 건강보험, 고용보험, 산재보험",http://banking.nonghyup.com,"서울 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관) NH농협은행",농협그룹 농업회사법인농협에코아그로(주) (주)농협유통 (주)농협사료 (주)한국의료환경 (주)농협파트너스 (주)농협네트웍스 엔에이치아문디자산운용(주) (주)농협홍삼 농업협동조합자산관리회사 엔에이치선물(주) (주)엔에이치농협무역 남해화학(주) (주)농협케미컬 더보기
농협생명보험,국내은행,"16,144명 (2024.12.31)",대기업,2012.03.02 (14년차),"2조 3,843억원 (2024.12.31)",26조 1천억원 (2024.12.31),강태영,"2,760만원 상세보기",국내은행,"국민연금, 건강보험, 고용보험, 산재보험",http://banking.nonghyup.com,"서울 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관) NH농협은행",농협그룹 농업회사법인농협에코아그로(주) (주)농협유통 (주)농협사료 (주)한국의료환경 (주)농협파트너스 (주)농협네트웍스 엔에이치아문디자산운용(주) (주)농협홍삼 농업협동조합자산관리회사 엔에이치선물(주) (주)엔에이치농협무역 남해화학(주) (주)농협케미컬 농업회사법인(주)엔에이치농우바이오 더보기
농협은행,국내은행,"16,144명 (2024.12.31)",대기업,2012.03.02 (14년차),"2조 3,843억원 (2024.12.31)",26조 1천억원 (2024.12.31),강태영,"2,760만원 상세보기",국내은행,"국민연금, 건강보험, 고용보험, 산재보험",http://banking.nonghyup.com,"서울 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관) NH농협은행",농협그룹 농업회사법인농협에코아그로(주) (주)농협유통 (주)농협사료 (주)한국의료환경 (주)농협파트너스 (주)농협네트웍스 엔에이치아문디자산운용(주) (주)농협홍삼 농업협동조합자산관리회사 엔에이치선물(주) (주)엔에이치농협무역 남해화학(주) (주)농협케미컬 농업회사법인(주)엔에이치농우바이오 더보기
다스코,그 외 자동차용 신품 부품 제조업,N/A,-,1987.12.01 (39년차),29억 5천만원 (2024.12.31),N/A,"이상은,조진현","4,003만원 상세보기","자동차부품 제조,도소매","국민연금, 건강보험, 고용보험, 산재보험",http://www.i-das.com,"경북 경주시 외동읍 외동농공단지길 14 (구어리, (주)다스) 주식회사 다스",다스그룹 홍은프레닝(주) (주)디엠산업
다올투자증권,증권 중개업,410명,대기업,1981.05.08 (45년차),"4,007억 4천만원 (2024.12.31)","8,949억 5천만원 (2024.12.31)",이병철/황준호,"3,450만원","유가증권 매매,위탁매매,매매중개,대리","국민연금, 건강보험, 고용보험, 산재보험",http://www.daolsecurities.com,서울 영등포구 여의나루로 60 (여의도동) 여의도포스트타워,다올투자증권그룹 (주)케이씨이아이 승명실업(주) 다올자산운용(주) (주)피에이지플렉스 (주)박원 (주)다올저축은행 엠지푸드솔루션(주) 차이나플래티넘사모투자전문회사 (주)진한식품 (주)다올자산개발 케이티비프라이빗에쿼티(주) (주)피에이지프라텍 (주)패키징얼라이언스그룹 더보기
다우기술,포털 및 기타 인터넷 정보매개 서비스업,700명 (2024.12.31),중견기업,1986.01.09 (40년차),224억 3천만원 (2024.12.31),"3,173억 9백만원 (2024.12.31)",김윤덕,N/A,"인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.daou.co.kr,경기 성남시 수정구 금토로 69 (금토동) 다우디지털스퀘어,다우키움그룹 키움인베스트먼트(주) 한국정보인증(주) (주)키움이앤에스 키움증권(주) (주)이머니 키움에셋플래너(주) (주)사람인 (주)키다리스튜디오 (주)다우데이타 키움투자자산운용(주) (주)키움저축은행 (주)키움예스저축은행 (주)애드이피션시 에스지서비스(주) (주)키다리스타 더보기
다우데이타,"컴퓨터 및 주변장치, 소프트웨어 도매업",217명,중견기업,1992.06.10 (34년차),191억 5천만원 (2024.12.31),"1,924억 7천만원 (2024.12.31)",김상준,N/A,"NT SERVER, PC SERVER,바이러스 백신프로그램,그래픽 프로그램 도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.daoudata.co.kr,"서울 마포구 독막로 311 (염리동, 재화스퀘어) 5층, 11층 다우데이타",다우키움그룹 키움인베스트먼트(주) 한국정보인증(주) (주)키움이앤에스 키움증권(주) (주)이머니 키움에셋플래너(주) (주)사람인 (주)키다리스튜디오 키움투자자산운용(주) (주)키움저축은행 (주)키움예스저축은행 (주)다우기술 (주)애드이피션시 에스지서비스(주) (주)키다리스타 (주)사람인에이치에스 더보기
다원시스,"전기회로 개폐, 보호장치 제조업",593명 (2024.12.31),중견기업,1996.01.15 (30년차),190억 8천만원 (2024.12.31),"2,610억 2천만원 (2024.12.31)",박선순,"3,783만원 상세보기","전원공급장치,전력변환장치류(유도용해로,핵융합전원,산업용정류기,모듈레이터,펄스 파워서플라이,플라즈마 파워서플라이,직류 파워서플라이) 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.dawonsys.com,경기 안산시 단원구 성곡동 822번지,다원시스그룹 (주)다원넥스뷰 (주)다원메닥스 (주)다원글로비즈 (주)다원넥스트 용인에버라인운영(주)
대구백화점,백화점·유통·도소매,570명,중견기업,2017.04.01 (9년차),-,-,SAITO SHOICHI 외 1 명,N/A,의류 및 패션잡화 판매,N/A,http://www.muji.com/kr/,"대구 동구 효신로 88 (신암동, 신세계동대구복합환승센터(박차장)) 파미에타운 6층 무인양품",N/A
대덕,인쇄회로기판용 적층판 제조업,"2,423명 (2024.12.31)",중견기업,2020.05.01 (6년차),257억 5천만원 (2024.12.31),"8,921억 3천만원 (2024.12.31)",신영환,"4,059만원 상세보기","PCB(Printed Circuit Board, 인쇄회로기판) 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.daeduck.com,경기도 안산시 단원구 강촌로 230 (목내동) 대덕전자,대덕그룹 (주)대덕 (주)와이솔 (주)디아이티 엔알랩(주)
대덕전자,인쇄회로기판용 적층판 제조업,"2,423명 (2024.12.31)",중견기업,2020.05.01 (6년차),257억 5천만원 (2024.12.31),"8,921억 3천만원 (2024.12.31)",신영환,"4,059만원 상세보기","PCB(Printed Circuit Board, 인쇄회로기판) 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.daeduck.com,경기도 안산시 단원구 강촌로 230 (목내동) 대덕전자,대덕그룹 (주)대덕 (주)와이솔 (주)디아이티 엔알랩(주)
대동,농업 및 임업용 기계 제조업,"1,022명 (2024.12.31)",대기업,1947.05.20 (79년차),256억 4천만원 (2024.12.31),"8,389억 6천만원 (2024.12.31)",김준식/원유현,"4,725만원 상세보기","경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.daedong.co.kr,서울 서초구 서초1동 1422-5,N/A
대동전자,그 외 기타 전자부품 제조업,47명 (2024.12.31),중소기업,1972.10.10 (54년차),52억 4천만원 (2024.03.31),67억 3천만원 (2024.03.31),김명성,N/A,"통신음향,전자기계기구용 플라스틱제품 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.daidong.com,"서울 금천구 가산디지털1로 33 (가산동, 대동전자) 대동전자(주)",N/A
대림바스,-,0명,-,-,-,-,이은주,N/A,인테리어,N/A,-,경북 경산시 경산로42길 22-4 (옥산동) 대림바스경산옥산점,N/A
대림통상,금속·재료·자재,300명,중견기업,1970 (56년차),160억원,1200억,이재우,N/A,수전금구 비데 건축자재,"고용보험, 산재보험",http://www.dlt.co.kr,인천 서구 금곡동 158-6,N/A
대상,식품가공,"5,289명 (2024.12.31)",중견기업,1956.01.31 (70년차),360억 1천만원 (2024.12.31),"3조 4,850억원 (2024.12.31)",임정배,"3,700만원 상세보기","전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사","국민연금, 건강보험, 고용보험, 산재보험",http://www.daesang.com,"서울 종로구 창경궁로 120 (인의동, 종로플레이스) 대상주식회사",대상그룹 유티씨인베스트먼트(주) (재)대상문화재단 대상푸드플러스(주) (주)혜성프로비젼 (주)대상다이브스 대상홀딩스(주) 대상네트웍스(주) 대상건설(주) 대상정보기술(주) (주)에프앤디넷 유티씨앤컴퍼니(주) (주)홍보에너지 농업회사법인신안천일염(주) 베네하우스(주) 디유푸드(주) 더보기
대상홀딩스,지주회사,46명 (2024.12.31),중견기업,2005.08.01 (21년차),371억 2천만원 (2024.12.31),442억 2천만원 (2024.12.31),임창욱/최성수,N/A,지주회사,"국민연금, 건강보험, 고용보험, 산재보험",http://www.daesangholdings.com,"서울 중구 세종대로9길 41 (서소문동, 퍼시픽타워) 2층",대상그룹 유티씨인베스트먼트(주) (재)대상문화재단 대상푸드플러스(주) (주)혜성프로비젼 (주)대상다이브스 대상(주) 대상네트웍스(주) 대상건설(주) 대상정보기술(주) (주)에프앤디넷 유티씨앤컴퍼니(주) (주)홍보에너지 농업회사법인신안천일염(주) 베네하우스(주) 디유푸드(주) 대상웰라이프(주) 더보기
대성산업,액체연료 및 관련제품 도매업,356명 (2024.12.31),중견기업,2010.06.30 (16년차),"2,261억 7천만원 (2024.12.31)","7,270억 5천만원 (2024.12.31)",김영대/이은우,"4,150만원 상세보기","유류,섬유제품 도매,수출/기계 제조/주택 건설,판매,임대/건물관리/폐기물처리시설 운영","국민연금, 건강보험, 고용보험, 산재보험",http://www.daesung.co.kr,"서울 구로구 경인로 662 (신도림동, 디큐브시티) 11층 대성산업주식회사",대성그룹 한국캠브리지필터(주) 대성나찌유압공업(주) 문경새재관광(주) 대성계전(주) 대성씨앤에스(주) 한국물류용역(주) 대성쎌틱에너시스(주) (주)대성지주 대성물류건설(주) (주)가하컨설팅 (주)가하이엠씨 (유)영컨설팅 (주)대성아트센터 농업회사법인(주)파주영농 대성히트에너시스(주) (주)에이원 더보기
대성에너지,지정 외 폐기물 처리업,60명,중소기업,2017.12.04 (9년차),133억 4백만원 (2024.12.31),253억 6천만원 (2024.12.31),김형주/이행만,"3,700만원","일반폐기물,지정폐기물 처리,수집운반/발전/스팀 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",-,충남 당진시 석문면 산단4로 439 (장고항리) 대성에코에너지센터,N/A
대성홀딩스,화학·에너지·환경,39명,중견기업,1983.01.31 (43년차),160억 8천만원,8895억,김영훈/김정주,"3,900만원 상세보기",경영컨설팅 서비스,"국민연금, 건강보험, 고용보험, 산재보험",http://www.daesung-holdings.com,"서울 종로구 우정국로 68 (관훈동, 동덕빌딩) 6층, 11층",대성그룹그룹 (주)대성 (주)코리아닷컴커뮤니케이션즈 보운(주) 더고이(주) (주)알앤알 대성글로벌네트웍(주) 대성환경에너지(주) 서현이엔지(주) 유광에너지(주) (주)해피그린서비스 서경에너지서비스(주) 강북도시가스서비스(주) 대성청정에너지(주) 서울도시가스(주) 에스씨지그리드(주) 더보기
